Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Pterostylis bicornis,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,bicornis
Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,bryophila
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,cheraphila
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,chlorogramma
Pterostylis commutata,Midland Greenhood,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,commutata
Pterostylis cucullata,Leafy Greenhood,Vulnerable,-,-,-,-,Yes,Yes,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,cucullata
Pterostylis despectans,Lowly Greenhood,Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,despectans
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,gibbosa
Pterostylis lepida,Halbury Greenhood,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,lepida
Pterostylis metcalfei,Metcalfe's Greenhood,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,metcalfei
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,mirabilis
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Critically Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,oreophila
Pterostylis pratensis,Liawenee Greenhood,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,pratensis
Pterostylis psammophila,Two-bristle Greenhood,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,psammophila
Pterostylis pulchella,Pretty Greenhood,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,pulchella
Pterostylis rubenachii,Arthur River Greenhood,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,rubenachii
Pterostylis saxicola,Sydney Plains Greenhood,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,saxicola
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,sinuata
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,sp. Botany Bay (A.Bishop J221/1-13)
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,sp. Hale (R.Bates 21725)
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,tenuissima
Pterostylis valida,Robust Greenhood,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,valida
Pterostylis vernalis,Halbury Rustyhood,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,vernalis
Pterostylis wapstrarum,Fleshy Greenhood,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,wapstrarum
Pterostylis X aenigma,Enigmatic Greenhood,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,X aenigma
Pterostylis xerophila,Desert Greenhood,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,xerophila
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Pterostylis,ziegeleri
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Amaranthaceae,Ptilotus,beckerianus
Ptilotus brachyanthus,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Amaranthaceae,Ptilotus,brachyanthus
Ptilotus pyramidatus,Pyramid Mulla-mulla,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Amaranthaceae,Ptilotus,pyramidatus
Ptilotus uncinellus,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Amaranthaceae,Ptilotus,uncinellus
Ptychosema pusillum,Dwarf Pea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Ptychosema,pusillum
Pultenaea aculeata,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,aculeata
Pultenaea aristata,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,aristata
Pultenaea baeuerlenii,Budawangs Bush-pea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,baeuerlenii
Pultenaea elusa,Elusive Bush-pea,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,elusa
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,glabra
Pultenaea insularis,Beyeria Bush-pea,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,insularis
Pultenaea maidenii,Maiden's Bush-pea,Extinct,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,maidenii
Pultenaea parrisiae,-,Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,parrisiae
Pultenaea parviflora,-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,parviflora
Pultenaea pauciflora,Narrogin Pea,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,pauciflora
Pultenaea setulosa,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,setulosa
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,sp. Genowlan Point (NSW 417813)
Pultenaea trichophylla,Tufted Bush-pea,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,trichophylla
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,villifera
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Pultenaea,williamsoniana
Pycnoptilus floccosus,Pilotbird,Vulnerable,Yes,Yes,-,-,-,-,Yes,-,Animalia,Aves,2026-Feb-06,Acanthizidae,Pycnoptilus,floccosus
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Gastropoda,2026-Feb-06,Microcystidae,Quintalia,stoddartii
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Vulnerable,-,-,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Typhlopidae,Ramphotyphlops,exocoeti
Randia moorei,Spiny Gardenia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Randia,moorei
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ranunculaceae,Ranunculus,anemoneus
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ranunculaceae,Ranunculus,prasinus
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Extinct,-,-,-,-,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Muridae,Rattus,macleari
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Extinct,-,-,-,-,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Muridae,Rattus,nativitatis
Reedia spathacea,Reedia,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Cyperaceae,Reedia,spathacea
Rexea solandri (eastern Australian population),Eastern Gemfish,Conservation Dependent,-,Yes,-,Yes,-,Yes,-,-,Animalia,Actinopterygii,2026-Feb-06,Gempylidae,Rexea,solandri (eastern Australian population)
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Rhagodia,acicularis
Rhaphidospora bonneyana,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Acanthaceae,Rhaphidospora,bonneyana
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,-,Yes,-,Yes,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Rhaponticum,australe
Rheobatrachus silus,Southern Gastric-brooding Frog,Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Rheobatrachus,silus
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Rheobatrachus,vitellinus
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Chelidae,Rheodytes,leukops
Rhincodon typus,Whale Shark,Vulnerable,-,Yes,Yes,Yes,-,Yes,Yes,Yes,Animalia,Chondrichthyes,2026-Feb-06,Rhincodontidae,Rhincodon,typus
Rhinerrhizopsis matutina,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Rhinerrhizopsis,matutina
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat, Lesser Large-eared Horseshoe Bat",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Rhinolophidae,Rhinolophus,robertsi
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Rhinonycteridae,Rhinonicteris,aurantia (Pilbara form)
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Muscicapidae,Rhipidura,fuliginosa
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid",Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Rhizanthella,gardneri
Rhizanthella johnstonii,South Coast Underground Orchid,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Rhizanthella,johnstonii
Rhizanthella slateri,Eastern Underground Orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Rhizanthella,slateri
Rhodamnia angustifolia,Narrow-leaved Malletwood,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,angustifolia
Rhodamnia longisepala,-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,longisepala
Rhodamnia maideniana,Smooth Scrub Turpentine,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,maideniana
Rhodamnia rubescens,"Scrub Turpentine, Brown Malletwood",Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,rubescens
Rhodamnia sessiliflora,Iron Malletwood,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,sessiliflora
Rhodamnia whiteana,White Malletwood,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodamnia,whiteana
Rhodomyrtus psidioides,Native Guava,Critically Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Rhodomyrtus,psidioides
Ricinocarpos brevis,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Ricinocarpos,brevis
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Ricinocarpos,gloria-medii
Ricinocarpos trichophorus,Barrens Wedding Bush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Ricinocarpos,trichophorus
Riekoperla darlingtoni,Mount Donna Buang Wingless Stonefly,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Insecta,2026-Feb-06,Gripopterygidae,Riekoperla,darlingtoni
Ristantia gouldii,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Ristantia,gouldii
Romnalda strobilacea,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Asparagaceae,Romnalda,strobilacea
Rostratula australis,Australian Painted Snipe,Endangered,Yes,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Aves,2026-Feb-06,Rostratulidae,Rostratula,australis
Roycea pycnophylloides,Saltmat,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Roycea,pycnophylloides
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Rutidosis,heterogama
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Rutidosis,leiolepis
Rutidosis leptorhynchoides,Button Wrinklewort,Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Rutidosis,leptorhynchoides
Rytidosperma pumilum,Feldmark Grass,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Rytidosperma,pumilum
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Emballonuridae,Saccolaimus,saccolaimus
Sagina diemensis,Tasmanian Pearlwort,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Caryophyllaceae,Sagina,diemensis
Saltuarius eximius,Cape Melville Leaf-tail Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Carphodactylidae,Saltuarius,eximius
Saltuarius kateae,Kate's Leaf-tail Gecko,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Carphodactylidae,Saltuarius,kateae
Saltuarius moritzi,"New England Leaf-tailed Gecko, Moritz's Leaf-tailed Gecko",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Carphodactylidae,Saltuarius,moritzi
Saltuarius wyberba,Granite Leaf-tailed Gecko,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Carphodactylidae,Saltuarius,wyberba
Samadera bidwillii,Quassia,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Simaroubaceae,Samadera,bidwillii
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Simaroubaceae,Samadera,sp. Moonee Creek (J.King s.n. Nov. 1949)
Sankowskya stipularis,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Sankowskya,stipularis
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Sannantha,crenulata
Sannantha tozerensis,a shrub,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Sannantha,tozerensis
Sannantha whitei,-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Sannantha,whitei
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Sarcochilus,fitzgeraldii
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Sarcochilus,hartmannii
Sarcochilus hirticalcar,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Sarcochilus,hirticalcar
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Sarcochilus,weinthalii
Sarcophilus harrisii,Tasmanian Devil,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Sarcophilus,harrisii
Scaevola macrophylla,Large-flowered Scaevola,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Goodeniaceae,Scaevola,macrophylla
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Pseudomugilidae,Scaturiginichthys,vermeilipinnis
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Schoenia,filifolia
Sclerolaena blakei,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Sclerolaena,blakei
Sclerolaena napiformis,Turnip Copperburr,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Sclerolaena,napiformis
Sclerolaena walkeri,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Sclerolaena,walkeri
Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Lycopodopiatae,2026-Feb-06,Selaginellaceae,Selaginella,andrewsii
Semotrachia euzyga,a land snail,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Gastropoda,2026-Feb-06,Camaenidae,Semotrachia,euzyga
Senecio australis,a daisy,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,australis
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,behrianus
Senecio evansianus,a daisy,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,evansianus
Senecio georgianus,Grey Groundsel,Extinct,-,Yes,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,georgianus
Senecio hooglandii,a daisy,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,hooglandii
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,macrocarpus
Senecio megaglossus,Superb Groundsel,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,megaglossus
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,-,-,-,-,Yes,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Senecio,psilocarpus
Seringia exastia,Fringed Fire-bush,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Malvaceae,Seringia,exastia
Seriolella brama,Blue Warehou,Conservation Dependent,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Actinopterygii,2026-Feb-06,Centrolophidae,Seriolella,brama
Setonix brachyurus,Quokka,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Macropodidae,Setonix,brachyurus
Sinumelon bednalli,Bednall's Land Snail,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Gastropoda,2026-Feb-06,Camaenidae,Sinumelon,bednalli
Sminthopsis butleri,Butler's Dunnart,Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Sminthopsis,butleri
Sminthopsis douglasi,Julia Creek Dunnart,Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Sminthopsis,douglasi
Sminthopsis fuliginosa aitkeni,Kangaroo Island Dunnart,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Sminthopsis,fuliginosa
Sminthopsis psammophila,Sandhill Dunnart,Endangered,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Dasyuridae,Sminthopsis,psammophila
Solanum bauerianum,Bridal Flower,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,bauerianum
Solanum dissectum,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,dissectum
Solanum dunalianum,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,dunalianum
Solanum graniticum,Granite Nightshade,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,graniticum
Solanum johnsonianum,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,johnsonianum
Solanum karsense,Menindee Nightshade,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,karsense
Solanum orgadophilum,Capella Potato Bush,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,orgadophilum
Solanum sulphureum,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Solanum,sulphureum
Sophora fraseri,-,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Sophora,fraseri
Sousa sahulensis,Australian Humpback Dolphin,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Delphinidae,Sousa,sahulensis
Sphaerolobium acanthos,Grampians Globe-pea,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Sphaerolobium,acanthos
Sphenotoma drummondii,Mountain Paper-heath,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Ericaceae,Sphenotoma,drummondii
Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,-,Yes,Yes,Yes,-,-,Yes,Yes,Animalia,Chondrichthyes,2026-Feb-06,Sphyrnidae,Sphyrna,lewini
Spicospina flammocaerulea,Sunset Frog,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Spicospina,flammocaerulea
Spirogardnera rubescens,Spiral Bush,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Santalaceae,Spirogardnera,rubescens
Sporobolus pamelae,a grass,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Poaceae,Sporobolus,pamelae
Spyridium cinereum,Tiny Spyridium,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,cinereum
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,coactilifolium
Spyridium eriocephalum var. glabrisepalum,MacGillivray Spyridium,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,eriocephalum
