Scientific Name,Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class,Date extracted,Family,Genus,Species
Spyridium fontis-woodii,Woods Well Spyridium,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,fontis-woodii
Spyridium furculentum,Forked Spyridium,Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,furculentum
Spyridium lawrencei,Small-leaf Spyridium,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,lawrencei
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Spyridium,obcordatum
Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Euphorbiaceae,Stachystemon,nematophorus
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Celastraceae,Stackhousia,annua
Stagonopleura bella samueli,"Western Beautiful Firetail, Beautiful Firetail (Mt Lofty Range and Kangaroo Island)",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Estrildidae,Stagonopleura,bella
Stagonopleura guttata,Diamond Firetail,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Aves,2026-Feb-06,Passeridae,Stagonopleura,guttata
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rhamnaceae,Stenanthemum,pimeleoides
Sterna vittata bethunei,"New Zealand Antarctic Tern, Antarctic Tern (New Zealand)",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Laridae,Sterna,vittata
Sterna vittata vittata,Antarctic Tern (Indian Ocean),Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Laridae,Sterna,vittata
Sternula albifrons,Little Tern,Vulnerable,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Laridae,Sternula,albifrons
Sternula nereis nereis,Australian Fairy Tern,Vulnerable,-,Yes,-,-,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Laridae,Sternula,nereis
Stiphodon semoni,Opal Cling Goby,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii,2026-Feb-06,Gobiidae,Stiphodon,semoni
Stipiturus malachurus halmaturinus,Kangaroo Island Southern Emu-wren,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Maluridae,Stipiturus,malachurus
Stipiturus malachurus intermedius,"Fleurieu Peninsula Southern Emu-wren, Mount Lofty Southern Emu-wren",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Maluridae,Stipiturus,malachurus
Stipiturus malachurus parimeda,"Southern Emu-wren (Eyre Peninsula), Eyre Peninsula Southern Emu-wren",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves,2026-Feb-06,Maluridae,Stipiturus,malachurus
Stipiturus mallee,Mallee Emu-wren,Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Aves,2026-Feb-06,Maluridae,Stipiturus,mallee
Stonesiella selaginoides,Clubmoss Bush-pea,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Stonesiella,selaginoides
Streblus pendulinus,"Siah's Backbone, Sia's Backbone, Isaac Wood",Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Moraceae,Streblus,pendulinus
Strepera fuliginosa colei,Black Currawong (King Island),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Aves,2026-Feb-06,Artamidae,Strepera,fuliginosa
Strepera graculina crissalis,"Lord Howe Island Currawong, Pied Currawong (Lord Howe Island)",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Artamidae,Strepera,graculina
Strophurus horneri,Arnhem Phasmid Gecko,Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Diplodactylidae,Strophurus,horneri
Stylidium amabile,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,amabile
Stylidium applanatum,Flat-leaved Triggerplant,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,applanatum
Stylidium asymmetricum,Asymmetric Triggerplant,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,asymmetricum
Stylidium coroniforme subsp. amblyphyllum,-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,coroniforme
Stylidium coroniforme subsp. coroniforme,"Wongan Hills Triggerplant, Wongan Triggerplant",Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,coroniforme
Stylidium ensatum,a triggerplant,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,ensatum
Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,galioides
Stylidium semaphorum,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Stylidiaceae,Stylidium,semaphorum
Styphelia longissima,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Ericaceae,Styphelia,longissima
Styphelia perileuca,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Ericaceae,Styphelia,perileuca
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,-,Yes,-,Yes,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Swainsona,murrayana
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Swainsona,plagiotropis
Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Swainsona,pyrophila
Swainsona recta,"Small Purple-pea, Mountain Swainson-pea, Small Purple Pea",Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Swainsona,recta
Symonanthus bancroftii,Bancrofts Symonanthus,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Solanaceae,Symonanthus,bancroftii
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Symplocaceae,Symplocos,baeuerlenii
Synaphea quartzitica,Quartz-loving Synaphea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,quartzitica
Synaphea sp. Fairbridge Farm (D.Papenfus 696),Selena's Synaphea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,sp. Fairbridge Farm (D.Papenfus 696)
Synaphea sp. Pinjarra (R.Davis 6578),Club-leafed Synaphea,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,sp. Pinjarra (R.Davis 6578)
Synaphea sp. Pinjarra Plain (A.S.George 17182),-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,sp. Pinjarra Plain (A.S.George 17182)
Synaphea sp. Serpentine (G.R.Brand 103),-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,sp. Serpentine (G.R.Brand 103)
Synaphea stenoloba,Dwellingup Synaphea,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Synaphea,stenoloba
Synemon plana,Golden Sun Moth,Vulnerable,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Insecta,2026-Feb-06,Castniidae,Synemon,plana
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Syzygium,hodgkinsoniae
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Syzygium,moorei
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Syzygium,paniculatum
Syzygium velarum,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Syzygium,velarum
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Mammalia,2026-Feb-06,Tachyglossidae,Tachyglossus,aculeatus
Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,-,-,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Taeniophyllum,norfolkianum
Taraxacum cygnorum,"Coast Dandelion, Native Dandelion",Vulnerable,-,-,-,-,Yes,Yes,Yes,Yes,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Taraxacum,cygnorum
Tarennoidea wallichii,-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Rubiaceae,Tarennoidea,wallichii
Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Winteraceae,Tasmannia,glaucifolia
Taudactylus acutirostris,"Sharp-snouted Day Frog, Sharp-snouted Torrent Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Taudactylus,acutirostris
Taudactylus diurnus,"Southern Day Frog, Mt Glorious Torrent Frog",Extinct,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Taudactylus,diurnus
Taudactylus eungellensis,Eungella Day Frog,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Taudactylus,eungellensis
Taudactylus pleione,"Kroombit Tinker Frog, Pleione's Torrent Frog",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Taudactylus,pleione
Taudactylus rheophilus,Tinkling Frog,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Amphibia,2026-Feb-06,Myobatrachidae,Taudactylus,rheophilus
Tectaria devexa,Cave Fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Dryopteridaceae,Tectaria,devexa
Tecticornia bulbosa,Large-articled Samphire,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Tecticornia,bulbosa
Tecticornia flabelliformis,"Bead Glasswort, Bead Samphire",Vulnerable,-,-,-,-,Yes,-,Yes,Yes,Plantae,Magnoliopsida,2026-Feb-06,Chenopodiaceae,Tecticornia,flabelliformis
Telopea aspera,Gibraltar Waratah,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Telopea,aspera
Tephrosia leveillei,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Fabaceae,Tephrosia,leveillei
Tetraria australiensis,Southern Tetraria,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Cyperaceae,Tetraria,australiensis
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,aphylla
Tetratheca deltoidea,Granite Tetratheca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,deltoidea
Tetratheca fasciculata,Cronin's Tetratheca,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,fasciculata
Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,gunnii
Tetratheca harperi,Jackson Tetratheca,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,harperi
Tetratheca juncea,Black-eyed Susan,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,juncea
Tetratheca nephelioides,-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,nephelioides
Tetratheca paynterae,Paynter's Tetratheca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Elaeocarpaceae,Tetratheca,paynterae
Thalassarche bulleri,"Buller's Albatross, Pacific Albatross",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,bulleri
Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,bulleri
Thalassarche carteri,Indian Yellow-nosed  Albatross,Vulnerable,-,-,-,Yes,Yes,-,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,carteri
Thalassarche cauta,Shy Albatross,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,cauta
Thalassarche chrysostoma,Grey-headed Albatross,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,chrysostoma
Thalassarche eremita,Chatham Albatross,Endangered,-,Yes,-,-,-,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,eremita
Thalassarche impavida,"Campbell Albatross, Campbell Black-browed Albatross",Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,impavida
Thalassarche melanophris,Black-browed Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,melanophris
Thalassarche salvini,Salvin's Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,salvini
Thalassarche steadi,White-capped Albatross,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Diomedeidae,Thalassarche,steadi
Thaumatoperla alpina,Alpine Stonefly,Endangered,-,-,-,-,-,-,Yes,-,Animalia,Insecta,2026-Feb-06,Eustheniidae,Thaumatoperla,alpina
Thelymitra adorata,Wyong Sun Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,adorata
Thelymitra cyanapicata,"Blue Top Sun-orchid, Dark-tipped Sun-orchid",Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,cyanapicata
Thelymitra dedmaniarum,Cinnamon Sun Orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,dedmaniarum
Thelymitra epipactoides,Metallic Sun-orchid,Endangered,-,Yes,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,epipactoides
Thelymitra hygrophila,Blue Star Sun-orchid,Critically Endangered,-,-,-,-,Yes,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,hygrophila
Thelymitra jonesii,Sky-blue Sun-orchid,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,jonesii
Thelymitra kangaloonica,Kangaloon Sun Orchid,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,kangaloonica
Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,mackibbinii
Thelymitra matthewsii,Spiral Sun-orchid,Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,matthewsii
Thelymitra orientalis,Hoary Sun-orchid,Critically Endangered,-,-,-,-,Yes,-,Yes,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,orientalis
Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,psammophila
Thelymitra stellata,Star Sun-orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,stellata
Thelymitra variegata,Queen of Sheba,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thelymitra,variegata
Thersites mitchellae,Mitchell's Rainforest Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda,2026-Feb-06,Camaenidae,Thersites,mitchellae
Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Yes,Yes,-,Yes,-,Yes,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Santalaceae,Thesium,australe
Thinornis cucullatus cucullatus,"Eastern Hooded Plover, Eastern Hooded Plover",Vulnerable,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves,2026-Feb-06,Charadriidae,Thinornis,cucullatus
Thismia clavarioides,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Thismiaceae,Thismia,clavarioides
Thomasia gardneri,Mt Holland Thomasia,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Thomasia,gardneri
Thomasia glabripetala,Sandplain Thomasia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Thomasia,glabripetala
Thomasia montana,Hill Thomasia,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Thomasia,montana
Thomasia sp. Green Hill (S.Paust 1322),Green Hill Thomasia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Sterculiaceae,Thomasia,sp. Green Hill (S.Paust 1322)
Thryptomene wittweri,Mountain Thryptomene,Vulnerable,-,-,Yes,-,-,-,-,Yes,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Thryptomene,wittweri
Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Extinct,-,-,-,-,-,Yes,-,-,Animalia,Mammalia,2026-Feb-06,Thylacinidae,Thylacinus,cynocephalus
Thymichthys politus,Red Handfish,Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii,2026-Feb-06,Brachionichthyidae,Thymichthys,politus
Thynninorchis nothofagicola,Myrtle Elbow Orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Thynninorchis,nothofagicola
Tiliqua adelaidensis,"Pygmy Blue-tongue Lizard, Adelaide Blue-tongue Lizard",Endangered,-,-,-,-,Yes,-,-,-,Animalia,Reptilia,2026-Feb-06,Scincidae,Tiliqua,adelaidensis
Tiliqua scincoides intermedia,Northern Blue-tongued Skink,Critically Endangered,-,-,Yes,Yes,-,-,-,Yes,Animalia,Reptilia,2026-Feb-06,Scincidae,Tiliqua,scincoides
Tmesipteris lanceolata,-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Psilotatae,2026-Feb-06,Psilotaceae,Tmesipteris,lanceolata
Tmesipteris norfolkensis,Hanging Fork-fern,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Psilotatae,2026-Feb-06,Psilotaceae,Tmesipteris,norfolkensis
Toechima pterocarpum,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Toechima,pterocarpum
Toechima sp. East Alligator (J.Russell-Smith 8418),a tree,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Sapindaceae,Toechima,sp. East Alligator (J.Russell-Smith 8418)
Tomophyllum walleri,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae,2026-Feb-06,Grammitidaceae,Tomophyllum,walleri
Trachymene scapigera,Mountain Trachymene,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apiaceae,Trachymene,scapigera
Trianthema cypseleoides,-,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Aizoaceae,Trianthema,cypseleoides
Tribonanthes purpurea,Granite Pink,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Haemodoraceae,Tribonanthes,purpurea
Trichanthodium baracchianum,Dwarf Yellow-heads,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida,2026-Feb-06,Asteraceae,Trichanthodium,baracchianum
Trichosurus vulpecula arnhemensis,Northern Brushtail Possum,Vulnerable,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia,2026-Feb-06,Phalangeridae,Trichosurus,vulpecula
Tringa nebularia,"Common Greenshank, Greenshank",Endangered,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves,2026-Feb-06,Scolopacidae,Tringa,nebularia
Trioza barrettae,Banksia brownii plant louse,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta,2026-Feb-06,Triozidae,Trioza,barrettae
Triplarina imbricata,-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Triplarina,imbricata
Triplarina nitchaga,-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Triplarina,nitchaga
Triplarina nowraensis,Nowra Heath-myrtle,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Myrtaceae,Triplarina,nowraensis
Trisyntopa scatophaga,Antbed Parrot Moth,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Insecta,2026-Feb-06,Oecophoridae,Trisyntopa,scatophaga
Trithuria occidentalis,Swan Hydatella,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida,2026-Feb-06,Hydatellaceae,Trithuria,occidentalis
Triunia robusta,Glossy Spice Bush,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Proteaceae,Triunia,robusta
Tropilis callitrophilis,Thin Feather Orchid,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Orchidaceae,Tropilis,callitrophilis
Turdus poliocephalus erythropleurus,Christmas Island Thrush,Endangered,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Muscicapidae,Turdus,poliocephalus
Turdus poliocephalus poliocephalus,"Grey-headed Blackbird, Norfolk Island Thrush",Extinct,-,-,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Muscicapidae,Turdus,poliocephalus
Turdus poliocephalus vinitinctus,"Lord Howe Thrush, Vinous-tinted Thrush",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves,2026-Feb-06,Muscicapidae,Turdus,poliocephalus
Turnix melanogaster,Black-breasted Button-quail,Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Aves,2026-Feb-06,Turnicidae,Turnix,melanogaster
Turnix olivii,Buff-breasted Button-quail,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Aves,2026-Feb-06,Turnicidae,Turnix,olivii
Turnix varius scintillans,Painted Button-quail (Houtman Abrolhos),Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves,2026-Feb-06,Turnicidae,Turnix,varius
Tylophora linearis,-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apocynaceae,Tylophora,linearis
Tylophora rupicola,-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apocynaceae,Tylophora,rupicola
Tylophora woollsii,-,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida,2026-Feb-06,Apocynaceae,Tylophora,woollsii
Tympanocryptis condaminensis,Condamine Earless Dragon,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Agamidae,Tympanocryptis,condaminensis
Tympanocryptis lineata,"Canberra Grassland Earless Dragon, Lined Earless Dragon",Critically Endangered,Yes,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Agamidae,Tympanocryptis,lineata
Tympanocryptis mccartneyi,Bathurst Grassland Earless Dragon,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Agamidae,Tympanocryptis,mccartneyi
Tympanocryptis osbornei,Monaro Grassland Earless Dragon,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia,2026-Feb-06,Agamidae,Tympanocryptis,osbornei
Tympanocryptis pinguicolla,Victorian Grassland Earless Dragon,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Reptilia,2026-Feb-06,Agamidae,Tympanocryptis,pinguicolla
Typhonium jonesii,a herb,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Araceae,Typhonium,jonesii
Typhonium mirabile,a herb,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Araceae,Typhonium,mirabile
Typhonium praetermissum,-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Araceae,Typhonium,praetermissum
Typhonium sp. Cox Peninsula (S.Nicholas 15/12/1999),-,Endangered,-,-,Yes,-,-,-,-,-,Plantae,Liliopsida,2026-Feb-06,Araceae,Typhonium,sp. Cox Peninsula (S.Nicholas 15/12/1999)
